stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest_x,capitalExpenditures,changeToNetincome,otherCashflowsFromFinancingActivities,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome_x,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome_y,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest_y,discontinuedOperations
IVC,2019-12-31,88003000.0,121184000.0,219464000.0,140013000.0,-91334000.0,85000.0,355877000.0,92183000.0,3128000.0,928000.0,218657000.0,80063000.0,4131000.0,-101199000.0,373403000.0,66949000.0,87475000.0,2851000.0,9590000.0,852126000.0,21634000.0,602000.0,308516000.0,543610000.0,312650000.0,26447000.0,,,,-10874000.0,18116000.0,-1278000.0,1474000.0,6466000.0,-1645000.0,-813000.0,24490000.0,2743000.0,-32000.0,-894000.0,-36844000.0,-53327000,-5582000.0,-27941000.0,-24124000.0,-11614000.0,-3603000,,,-53327000.0,-53327000.0,-46109000,665897000,925880000,927964000,9302000,-29076000.0,2084000,2084000,262067000,259983000.0,-53327000,-44025000.0,,,,
IVC,2018-12-31,92469000.0,128644000.0,225733000.0,138476000.0,-48632000.0,90000.0,397410000.0,74306000.0,12793000.0,352000.0,198208000.0,116907000.0,6270000.0,-90640000.0,381273000.0,74965000.0,142447000.0,3221000.0,9421000.0,885855000.0,22750000.0,402000.0,359147000.0,526708000.0,297919000.0,26506000.0,,,,-9823000.0,-6092000.0,-1278000.0,-666000.0,-11497000.0,-1630000.0,-104000.0,15556000.0,-46423000.0,-3911000.0,-2427000.0,-59621000.0,-43922000,-18404000.0,-2924000.0,-1493000.0,-6363000.0,4505000,,,-43922000.0,-43922000.0,-19722000,704671000,986727000,972347000,9820000,-28336000.0,-14380000,-14380000,267676000,282056000.0,-43922000,-34102000.0,,,,
IVC,2017-12-31,90566000.0,121933000.0,241405000.0,143464000.0,-8233000.0,103000.0,456914000.0,80016000.0,36870000.0,518000.0,218064000.0,176528000.0,97473000.0,-64136000.0,401283000.0,183270000.0,187999000.0,4253000.0,9306000.0,1066033000.0,34119000.0,787000.0,423294000.0,642739000.0,290125000.0,30244000.0,,,,-14569000.0,9498000.0,9389000.0,2395000.0,22263000.0,-1604000.0,-448000.0,14631000.0,-25774000.0,4619000.0,-1276000.0,52294000.0,-76541000,-6883000.0,88097000.0,78912000.0,-14648000.0,-2168000,,,-76541000.0,-76541000.0,-38763000,697246000,993984000,966497000,10291000,-22907000.0,-27487000,-27487000,269251000,296738000.0,-76541000,-66250000.0,,,,
IVC,2016-12-31,88236000.0,135644000.0,146088000.0,132707000.0,32762000.0,108000.0,409072000.0,75359000.0,-19335000.0,837000.0,220861000.0,124234000.0,29579000.0,-119065000.0,360602000.0,114407000.0,266144000.0,6446000.0,9157000.0,903743000.0,33800000.0,793000.0,422387000.0,481356000.0,266151000.0,29023000.0,,,,-10151000.0,1247000.0,6251000.0,10210000.0,-9944000.0,-1583000.0,-71000.0,14635000.0,-56613000.0,-1406000.0,-5331000.0,64179000.0,-42856000,-23702000.0,118549000.0,119195000.0,3649000.0,-13648000,,,-42856000.0,-42856000.0,-9208000,763847000,1067823000,1047474000,13299000,-15875000.0,-20349000,-20349000,283627000,303976000.0,-42856000,-29557000.0,,,,
CSLT,2019-12-31,19596000.0,135644000.0,146088000.0,31397000.0,68911000.0,108000.0,95470000.0,18762000.0,-19335000.0,837000.0,54907000.0,43017000.0,24589000.0,-119065000.0,360602000.0,1785000.0,-455042000.0,6446000.0,15000.0,242784000.0,18768000.0,21429000.0,172874000.0,69910000.0,627899000.0,29023000.0,16411000.0,,,-1953000.0,20080000.0,6251000.0,-4581000.0,-9944000.0,-1583000.0,-71000.0,5920000.0,-17392000.0,-1406000.0,-5331000.0,-22988000.0,-40002000,-13619000.0,1201000.0,-1859000.0,-6797000.0,-1200000,3060000.0,-4844000.0,-40002000.0,-40002000.0,1336000,59074000,184646000,143308000,0,-15875000.0,-41338000,-41338000,84234000,66578000.0,-40002000,-40002000.0,58994000.0,,,
CSLT,2018-12-31,9556000.0,135644000.0,146088000.0,26816000.0,86677000.0,108000.0,107828000.0,3963000.0,-19335000.0,837000.0,51178000.0,66005000.0,33729000.0,-119065000.0,360602000.0,4411000.0,-415040000.0,6446000.0,14000.0,253514000.0,35647000.0,30275000.0,194671000.0,58843000.0,609697000.0,29023000.0,11327000.0,,,-2014000.0,20250000.0,6251000.0,-4883000.0,-9944000.0,-1583000.0,-71000.0,6058000.0,-18551000.0,-1406000.0,-5331000.0,4686000.0,-39706000,-15968000.0,4015000.0,-465000.0,19222000.0,-3475000,4480000.0,21236000.0,-39706000.0,-39706000.0,-712000,60189000,195398000,156404000,0,-15875000.0,-38994000,-38994000,96215000,74754000.0,-39706000,-39706000.0,60455000.0,,,
CSLT,2017-12-31,3907000.0,135644000.0,146088000.0,21933000.0,99519000.0,108000.0,119268000.0,5263000.0,-19335000.0,837000.0,57011000.0,61319000.0,43314000.0,-119065000.0,360602000.0,6357000.0,-375334000.0,6446000.0,13000.0,279883000.0,39163000.0,39992000.0,211557000.0,68326000.0,586900000.0,29023000.0,32025000.0,,,-2544000.0,17800000.0,6251000.0,-2799000.0,-9944000.0,-1583000.0,-71000.0,5613000.0,-23457000.0,-1406000.0,-5331000.0,12778000.0,-51902000,-6241000.0,1625000.0,-465000.0,34610000.0,-1179000,2356000.0,39418000.0,-51902000.0,-51902000.0,-1811000,46652000,187317000,132020000,-5206000,-15875000.0,-55297000,-55297000,85368000,86163000.0,-51902000,-57108000.0,54502000.0,,,
CSLT,2016-12-31,2288000.0,135644000.0,146088000.0,14806000.0,101962000.0,108000.0,141010000.0,5285000.0,-19335000.0,837000.0,48723000.0,48722000.0,10871000.0,-119065000.0,360602000.0,6481000.0,-355644000.0,6446000.0,10000.0,157166000.0,36992000.0,5050000.0,101962000.0,55204000.0,457596000.0,29023000.0,65882000.0,,,-1702000.0,21737000.0,6251000.0,-2278000.0,-9944000.0,-1583000.0,-71000.0,2268000.0,-36971000.0,-1406000.0,-5331000.0,29716000.0,-58686000,-13524000.0,20065000.0,-465000.0,46622000.0,3935000,20187000.0,48324000.0,-58686000.0,-58686000.0,-2468000,31866000,154926000,98708000,0,-15875000.0,-56218000,-56218000,66842000,82600000.0,-58686000,-58686000.0,40460000.0,,,
LPX,2019-12-31,112000000.0,265000000.0,347000000.0,164000000.0,941000000.0,10000000.0,619000000.0,1072000000.0,-153000000.0,1000000.0,244000000.0,181000000.0,84000000.0,-559000000.0,30000000.0,206000000.0,966000000.0,6446000.0,130000000.0,1835000000.0,17000000.0,5050000.0,991000000.0,834000000.0,454000000.0,29023000.0,65882000.0,,,-163000000.0,96000000.0,-9000000.0,-21000000.0,3000000.0,-65000000.0,-1000000.0,126000000.0,159000000.0,-2000000.0,-638000000.0,-697000000.0,-5000000,-1000000.0,-717000000.0,-5000000.0,-137000000.0,-4000000,20187000.0,-3000000.0,-5000000.0,-10000000.0,-96000000,2007000000,2237000000,2310000000,-13000000,-19000000.0,73000000,73000000,303000000,233000000.0,-5000000,-23000000.0,40460000.0,-3000000.0,10000000.0,
LPX,2018-12-31,94000000.0,273000000.0,346000000.0,128000000.0,1674000000.0,49000000.0,1287000000.0,1072000000.0,-146000000.0,4000000.0,262000000.0,878000000.0,80000000.0,-524000000.0,16000000.0,205000000.0,1613000000.0,6446000.0,153000000.0,2514000000.0,45000000.0,5050000.0,1700000000.0,814000000.0,458000000.0,29023000.0,65882000.0,,,-214000000.0,10000000.0,-6000000.0,3000000.0,-2000000.0,-74000000.0,21000000.0,123000000.0,511000000.0,-5000000.0,-212000000.0,-49000000.0,395000000,-400000.0,-317000000.0,-25000000.0,-238000000.0,-21000000,20187000.0,-45000000.0,395000000.0,399000000.0,-14000000,2084000000,2293000000,2828000000,122000000,-16000000.0,535000000,535000000,744000000,213000000.0,395000000,521000000.0,40460000.0,-4000000.0,10000000.0,
LPX,2017-12-31,93300000.0,259100000.0,350100000.0,164700000.0,1577800000.0,7800000.0,1359600000.0,981800000.0,-122100000.0,2500000.0,270100000.0,928000000.0,72600000.0,-299600000.0,16100000.0,223100000.0,1280100000.0,6446000.0,153400000.0,2448500000.0,35900000.0,5050000.0,1604500000.0,844000000.0,470600000.0,29023000.0,65882000.0,,,-149000000.0,16000000.0,-6000000.0,-35000000.0,-23000000.0,-74000000.0,-29000000.0,126000000.0,474000000.0,3000000.0,-5900000.0,269000000.0,390000000,-2000000.0,-9000000.0,-3000000.0,-199000000.0,23000000,20187000.0,-45000000.0,390000000.0,391000000.0,-20000000,1998000000,2204000000,2734000000,119000000,-19000000.0,530000000,530000000,736000000,201000000.0,390000000,510000000.0,40460000.0,5000000.0,10000000.0,
LPX,2016-12-31,80100000.0,234600000.0,374400000.0,108300000.0,1186000000.0,6200000.0,1008300000.0,944900000.0,-137200000.0,4300000.0,228800000.0,659300000.0,62100000.0,-326200000.0,9700000.0,232300000.0,890300000.0,6446000.0,153400000.0,2031200000.0,53500000.0,5050000.0,1195700000.0,835500000.0,478200000.0,29023000.0,65882000.0,,,-124800000.0,31600000.0,-5300000.0,-8900000.0,-11000000.0,-74000000.0,409600000.0,112800000.0,342300000.0,3100000.0,-9200000.0,223500000.0,149800000,1000000.0,-407000000.0,-392500000.0,285100000.0,53800000,20187000.0,-45000000.0,149800000.0,150300000.0,-25500000,1829100000,2037800000,2233400000,19800000,-32100000.0,195600000,195600000,404300000,188100000.0,149800000,170100000.0,40460000.0,17400000.0,10000000.0,
GDYN,2019-12-31,768000.0,234600000.0,374400000.0,18929000.0,52887000.0,6200000.0,66015000.0,2885000.0,-137200000.0,1474000.0,8300000.0,42189000.0,1474000.0,-326200000.0,9700000.0,232300000.0,35392000.0,2186000.0,153400000.0,71531000.0,1655000.0,5050000.0,54044000.0,8300000.0,10535000.0,1157000.0,65882000.0,,,-2811000.0,2155000.0,-5300000.0,-1607000.0,-11000000.0,-2000000.0,409600000.0,2311000.0,12534000.0,3100000.0,-9200000.0,24327000.0,10807000,-2266000.0,14604000.0,-392500000.0,-2811000.0,301000,7417000.0,-45000000.0,10430000.0,10807000.0,-2684000,69064000,100193000,118326000,4642000,-32100000.0,18133000,18133000,49262000,27163000.0,10807000,15449000.0,3966000.0,17400000.0,10000000.0,
GDYN,2018-12-31,467000.0,234600000.0,374400000.0,17322000.0,31954000.0,6200000.0,37223000.0,2029000.0,-137200000.0,1049000.0,8347000.0,17862000.0,1049000.0,-326200000.0,9700000.0,232300000.0,24585000.0,429000.0,153400000.0,41726000.0,3148000.0,5050000.0,33379000.0,8347000.0,8794000.0,1286000.0,65882000.0,,,-3079000.0,1190000.0,-5300000.0,-5009000.0,-11000000.0,-2000000.0,409600000.0,1312000.0,10584000.0,3100000.0,-9200000.0,7505000.0,9228000,1763000.0,14604000.0,-392500000.0,-3079000.0,219000,7417000.0,-45000000.0,9228000.0,9228000.0,-3254000,51533000,75528000,91865000,3855000,-32100000.0,16337000,16337000,40332000,21732000.0,9228000,13083000.0,2263000.0,17400000.0,10000000.0,
GDYN,2017-12-31,248000.0,234600000.0,374400000.0,12313000.0,23957000.0,6200000.0,28982000.0,1249000.0,-137200000.0,483000.0,6757000.0,10357000.0,483000.0,-326200000.0,9700000.0,232300000.0,17357000.0,5266000.0,153400000.0,31152000.0,4023000.0,5050000.0,24395000.0,6757000.0,7038000.0,299000.0,65882000.0,,,-1058000.0,1150000.0,-5300000.0,-4035000.0,-11000000.0,-3034000.0,409600000.0,660000.0,5540000.0,3100000.0,-9200000.0,-233000.0,13184000,-1274000.0,-4715000.0,-392500000.0,-1058000.0,-92000,146000.0,-45000000.0,7682000.0,13184000.0,-1874000,39935000,55702000,70684000,-76000,-32100000.0,14982000,14982000,30749000,14055000.0,13184000,13108000.0,1712000.0,17400000.0,10000000.0,
ARA,2019-12-31,49539000.0,7752000.0,542170000.0,114685000.0,-642545000.0,6200000.0,220014000.0,285074000.0,-2150000.0,483000.0,190935000.0,34494000.0,18608000.0,-2150000.0,538609000.0,11482000.0,-178241000.0,5266000.0,197000.0,1086791000.0,42577000.0,5050000.0,-79450000.0,875769000.0,100744000.0,24486000.0,65882000.0,39172000.0,290472000.0,-23122000.0,50596000.0,-63137000.0,-2624000.0,3659000.0,-50000.0,409600000.0,38595000.0,38821000.0,3100000.0,-368000.0,-20806000.0,-13790000,-30897000.0,-39315000.0,24230000.0,-20312000.0,-9543000,10000.0,-45000000.0,-21789000.0,26145000.0,-74360000,568017000,739855000,822522000,-17838000,-43587000.0,82667000,82667000,254505000,133243000.0,-13790000,8307000.0,1712000.0,17400000.0,290472000.0,
ARA,2018-12-31,59082000.0,11433000.0,511107000.0,110148000.0,-654937000.0,6200000.0,194863000.0,180268000.0,-430000.0,483000.0,197640000.0,55200000.0,14350000.0,-430000.0,571339000.0,31682000.0,-164451000.0,5266000.0,196000.0,985843000.0,61116000.0,5050000.0,-58970000.0,746833000.0,105715000.0,24628000.0,65882000.0,42553000.0,297980000.0,-44960000.0,56831000.0,-72058000.0,13118000.0,-6799000.0,-332000.0,409600000.0,39802000.0,106404000.0,3100000.0,-838000.0,-16311000.0,-28767000,4577000.0,-79869000.0,-8039000.0,-42846000.0,25661000,1398000.0,-45000000.0,-31333000.0,22467000.0,-69501000,559231000,710912000,805776000,2896000,-32632000.0,94864000,94864000,246545000,111879000.0,-28767000,25363000.0,1712000.0,17400000.0,297980000.0,
ARA,2017-12-31,33421000.0,4665000.0,515752000.0,123386000.0,-636369000.0,6200000.0,213816000.0,168537000.0,-1249000.0,483000.0,171515000.0,71511000.0,9030000.0,-1249000.0,573145000.0,22604000.0,-135898000.0,5266000.0,193000.0,990151000.0,64172000.0,5050000.0,-37856000.0,709871000.0,99098000.0,25368000.0,65882000.0,44937000.0,318136000.0,-36073000.0,83200000.0,-106344000.0,17568000.0,11000.0,-8729000.0,409600000.0,37634000.0,128548000.0,3100000.0,-838000.0,-29294000.0,-4597000,-9593000.0,-122539000.0,-9846000.0,-35303000.0,2294000,2380000.0,-45000000.0,-16100000.0,58136000.0,-39367000,472941000,622028000,729002000,9471000,-29309000.0,106974000,106974000,256061000,111453000.0,-4597000,67607000.0,1712000.0,17400000.0,318136000.0,
ARA,2016-12-31,31127000.0,4676000.0,522058000.0,139435000.0,-629792000.0,6200000.0,254290000.0,170118000.0,-644000.0,483000.0,171526000.0,100905000.0,17102000.0,-644000.0,573092000.0,32870000.0,-131301000.0,5266000.0,184000.0,1040228000.0,63022000.0,5050000.0,-31074000.0,726454000.0,100687000.0,25626000.0,65882000.0,48274000.0,344848000.0,-61432000.0,127178000.0,-96518000.0,-21221000.0,-385000.0,-1355000.0,409600000.0,33862000.0,172206000.0,3100000.0,-356000.0,9923000.0,3146000,18475000.0,-96344000.0,-144653000.0,-65939000.0,8556000,175424000.0,-45000000.0,-6921000.0,101666000.0,-50049000,427107000,612586000,766780000,2479000,-35959000.0,154194000,154194000,339673000,151617000.0,3146000,104145000.0,1712000.0,17400000.0,344848000.0,
MBOT,2019-12-31,284000.0,4676000.0,522058000.0,101000.0,31540000.0,6200000.0,35936000.0,1190000.0,-644000.0,483000.0,4826000.0,28771000.0,17102000.0,-644000.0,573092000.0,32870000.0,-35111000.0,4358000.0,72000.0,37126000.0,63022000.0,5050000.0,31540000.0,5586000.0,69954000.0,25626000.0,65882000.0,48274000.0,344848000.0,-216000.0,978000.0,-96518000.0,-21221000.0,-385000.0,-1355000.0,409600000.0,84000.0,-6451000.0,3100000.0,-356000.0,27866000.0,-7247000,-126000.0,36770000.0,-144653000.0,-2453000.0,-140000,36770000.0,-2496000.0,-7247000.0,-7247000.0,-7000,0,7240000,0,0,-103000.0,-7240000,-7240000,0,4370000.0,-7247000,-7247000.0,2870000.0,17400000.0,344848000.0,
MBOT,2018-12-31,630000.0,4676000.0,522058000.0,65000.0,1330000.0,6200000.0,5831000.0,259000.0,-644000.0,483000.0,4760000.0,5238000.0,17102000.0,-644000.0,573092000.0,32870000.0,-27864000.0,437000.0,31000.0,6090000.0,63022000.0,5050000.0,1330000.0,4760000.0,32538000.0,25626000.0,65882000.0,48274000.0,344848000.0,-223000.0,1473000.0,-96518000.0,-21221000.0,-385000.0,-1355000.0,409600000.0,54000.0,-5310000.0,3100000.0,-356000.0,-5551000.0,-7260000,-40000.0,-18000.0,-144653000.0,-223000.0,463000,36770000.0,-2496000.0,-7260000.0,-7260000.0,-16000,0,7244000,0,0,-16000.0,-7244000,-7244000,0,4861000.0,-7260000,-7260000.0,2383000.0,17400000.0,344848000.0,
MBOT,2017-12-31,78000.0,4676000.0,522058000.0,35000.0,9964000.0,6200000.0,10930000.0,90000.0,-644000.0,483000.0,528000.0,10787000.0,17102000.0,-644000.0,573092000.0,32870000.0,-20624000.0,27000.0,27000.0,11020000.0,63022000.0,5050000.0,9964000.0,1056000.0,30561000.0,25626000.0,65882000.0,48274000.0,344848000.0,-58000.0,2795000.0,-96518000.0,-21221000.0,-385000.0,-1355000.0,409600000.0,21000.0,-4856000.0,3100000.0,-356000.0,8105000.0,-7589000,-40000.0,13019000.0,-144653000.0,-58000.0,-69000,13624000.0,-2496000.0,-7589000.0,-7589000.0,-2322000,0,5267000,0,0,-16000.0,-5267000,-5267000,0,4201000.0,-7589000,-7589000.0,1066000.0,17400000.0,344848000.0,
MBOT,2016-12-31,512000.0,4676000.0,522058000.0,15000.0,1696000.0,6200000.0,3315000.0,53000.0,-644000.0,483000.0,783000.0,2709000.0,17102000.0,-644000.0,573092000.0,32870000.0,-13035000.0,400000.0,266000.0,3368000.0,63022000.0,5050000.0,1696000.0,1672000.0,14465000.0,25626000.0,65882000.0,48274000.0,344848000.0,-25000.0,8005000.0,-96518000.0,-21221000.0,-385000.0,-1355000.0,409600000.0,10000.0,-786000.0,3100000.0,-356000.0,2272000.0,-9663000,-40000.0,3083000.0,-144653000.0,-25000.0,324000,409000.0,-2496000.0,-9663000.0,-9663000.0,-28000,0,9635000,0,0,-16000.0,-9635000,-9635000,0,8770000.0,-9663000,-9663000.0,865000.0,17400000.0,344848000.0,
AZRX,2019-12-31,1820080.0,4676000.0,522058000.0,2637303.0,-676526.0,6200000.0,3408286.0,159777.0,-1266555.0,483000.0,4285636.0,175796.0,41047.0,-1266555.0,1886686.0,32870000.0,-62694732.0,400000.0,2680.0,8902880.0,63022000.0,5050000.0,4617244.0,4285636.0,68575851.0,3407084.0,65882000.0,48274000.0,344848000.0,-24098.0,1825129.0,61590.0,-749859.0,-385000.0,-1355000.0,409600000.0,635812.0,-14033502.0,-25926.0,-356000.0,-938547.0,-15177686,-530344.0,13144979.0,3606640.0,-24098.0,-420788,9476749.0,-2496000.0,-15177686.0,-15177686.0,-433939,0,14743747,0,0,-433939.0,-14743747,-14743747,0,6063078.0,-15177686,-15177686.0,8680669.0,17400000.0,344848000.0,
AZRX,2018-12-31,1635352.0,4676000.0,522058000.0,3172676.0,1978565.0,6200000.0,4800001.0,128854.0,-1150112.0,483000.0,2995523.0,1114343.0,45233.0,-1150112.0,1924830.0,32870000.0,-47517046.0,400000.0,1771.0,7469395.0,63022000.0,5050000.0,4473872.0,2995523.0,53139259.0,570477.0,65882000.0,48274000.0,344848000.0,-305473.0,3577653.0,61590.0,-2187903.0,-385000.0,-1355000.0,409600000.0,798446.0,-10869320.0,3537.0,-356000.0,540872.0,-13533617,-265523.0,11712128.0,-190677.0,-305473.0,741624,11902805.0,-2496000.0,-13533617.0,-13533617.0,-311846,0,13221771,0,0,-101846.0,-13221771,-13221771,0,7450366.0,-13533617,-13533617.0,5771405.0,17400000.0,344848000.0,
AZRX,2017-12-31,896293.0,4676000.0,522058000.0,1104134.0,-1701603.0,6200000.0,1952568.0,133987.0,-2026785.0,483000.0,2479076.0,573471.0,30918.0,-2026785.0,2016240.0,32870000.0,-33983429.0,400000.0,1205.0,5479668.0,63022000.0,5050000.0,1660592.0,3819076.0,37669601.0,1345955.0,65882000.0,48274000.0,344848000.0,-32168.0,3425952.0,61590.0,3438.0,-385000.0,-1355000.0,409600000.0,753998.0,-7184638.0,3534.0,-356000.0,-1200054.0,-11096383,-37866.0,6013218.0,1003993.0,-32168.0,-233777,5009225.0,-2496000.0,-11096383.0,-11096383.0,-1015199,0,10081184,0,0,-875199.0,-10081184,-10081184,0,7685706.0,-11096383,-11096383.0,2395478.0,17400000.0,344848000.0,
AZRX,2016-12-31,1072786.0,4676000.0,522058000.0,961038.0,-390566.0,6200000.0,2963974.0,151622.0,-1461875.0,483000.0,2340840.0,1773525.0,34678.0,-1461875.0,1767550.0,32870000.0,-22887046.0,400000.0,963.0,6753842.0,63022000.0,5050000.0,3213002.0,3540840.0,27560960.0,1836018.0,65882000.0,48274000.0,344848000.0,-12355.0,8617429.0,-1420107.0,132038.0,-385000.0,-1355000.0,409600000.0,734500.0,-4534859.0,-7223.0,-356000.0,1191857.0,-14591662,-232929.0,5746294.0,1886401.0,-12355.0,805765,5280000.0,-2496000.0,-14591662.0,-14591662.0,-7966504,0,6625158,0,0,-5937486.0,-6625158,-6625158,0,4129053.0,-14591662,-14591662.0,2496105.0,17400000.0,344848000.0,
XXII,2019-12-31,1997820.0,2266304.0,522058000.0,866860.0,53556909.0,8402527.0,42743498.0,3721949.0,-1461875.0,483000.0,5780380.0,485111.0,34678.0,-1461875.0,1767550.0,32870000.0,-125693027.0,400000.0,1384.0,68951365.0,63022000.0,5050000.0,62050822.0,6900543.0,187735391.0,8493913.0,65882000.0,48274000.0,344848000.0,-527330.0,10788289.0,-1420107.0,4433.0,-207593.0,-1355000.0,409600000.0,1425004.0,-14587364.0,-7223.0,-356000.0,-119814.0,-26558544,771408.0,9915617.0,-700000.0,4551933.0,-810361,10615617.0,5478448.0,-26558544.0,-26558544.0,-4854432,25818075,47536642,25832530,0,-56382.0,-21704112,-21704112,14455,12236417.0,-26558544,-26558544.0,8057147.0,17400000.0,344848000.0,
XXII,2018-12-31,2574840.0,3043949.0,522058000.0,871293.0,61528871.0,3092358.0,61197526.0,3260748.0,-1461875.0,483000.0,5173544.0,604925.0,34678.0,-1461875.0,1767550.0,32870000.0,-99134483.0,400000.0,1246.0,77302136.0,63022000.0,5050000.0,71280375.0,6021761.0,170392249.0,9751504.0,65882000.0,48274000.0,344848000.0,-448639.0,-11668358.0,-1420107.0,85773.0,333588.0,-1355000.0,409600000.0,1342335.0,-17844266.0,-7223.0,-356000.0,-3054609.0,-7966911,-348488.0,-355387.0,-800000.0,15145044.0,377795,444613.0,16250668.0,-7966911.0,-7966911.0,16051716,25527360,50444974,26426347,0,-10939.0,-24018627,-24018627,898987,8585533.0,-7966911,-7966911.0,14989746.0,17400000.0,344848000.0,
XXII,2017-12-31,2080691.0,3282537.0,522058000.0,957066.0,67990789.0,1366493.0,67621455.0,3316047.0,-1461875.0,483000.0,4313206.0,3659534.0,34678.0,-1461875.0,1767550.0,32870000.0,-91167572.0,400000.0,1236.0,79739406.0,63022000.0,5050000.0,75426200.0,4313206.0,166592536.0,7435411.0,65882000.0,48274000.0,344848000.0,-1156906.0,715378.0,-1420107.0,-906074.0,-129228.0,-1355000.0,409600000.0,946996.0,-12068383.0,-7223.0,-356000.0,-9808654.0,-13029117,-168492.0,62845974.0,-333334.0,-60586245.0,502154,63179308.0,-58979131.0,-13029117.0,-13029117.0,270747,17308156,29900108,16600244,0,-29104.0,-13299864,-13299864,-707912,8278487.0,-13029117,-13029117.0,3366468.0,17400000.0,344848000.0,
XXII,2016-12-31,1340156.0,3092686.0,522058000.0,40992.0,16944413.0,1020313.0,16797435.0,2434663.0,-1461875.0,483000.0,3249317.0,13468188.0,34678.0,-1461875.0,1767550.0,32870000.0,-78138455.0,400000.0,907.0,27642357.0,63022000.0,5050000.0,24334359.0,3307998.0,102471907.0,7389946.0,65882000.0,48274000.0,344848000.0,-197229.0,1266850.0,-1420107.0,10238.0,-531356.0,-1355000.0,409600000.0,842179.0,-9887580.0,-7223.0,-356000.0,9707891.0,-11581430,242236.0,20149241.0,-333333.0,-553770.0,-136297,20482574.0,-58979131.0,-11581430.0,-11581430.0,-193583,12709678,23667826,12279979,0,-37745.0,-11387847,-11387847,-429699,7775010.0,-11581430,-11581430.0,2340958.0,17400000.0,344848000.0,
ABTX,2019-12-31,4068101000.0,8337000.0,183302000.0,40992.0,464347000.0,378787000.0,370053000.0,66790000.0,4900000.0,483000.0,4075294000.0,346248000.0,3931506000.0,4900000.0,223642000.0,15583000.0,163375000.0,15468000.0,20524000.0,4992654000.0,63022000.0,5050000.0,709865000.0,4282789000.0,521066000.0,21876000.0,65882000.0,48274000.0,344848000.0,-13385000.0,855000.0,390588000.0,10238.0,-531356.0,-1355000.0,5102000.0,7903000.0,66867000.0,-7223.0,-58663000.0,77301000.0,52959000,5150000.0,243948000.0,-91389000.0,-233514000.0,0,3412000.0,-28251000.0,52959000.0,52959000.0,-9142000,0,111493000,187021000,13427000,-37745.0,75528000,0,187021000,101567000.0,52959000,66386000.0,2340958.0,9926000.0,344848000.0,
ABTX,2018-12-31,3662536000.0,630000.0,274392000.0,40992.0,453272000.0,348234000.0,286587000.0,41717000.0,-2888000.0,483000.0,3665348000.0,241247000.0,3728999000.0,-2888000.0,223125000.0,12525000.0,112131000.0,44710000.0,21938000.0,4655249000.0,63022000.0,5050000.0,702984000.0,3952265000.0,571803000.0,26587000.0,65882000.0,48274000.0,344848000.0,-3419000.0,5007000.0,157399000.0,10238.0,-531356.0,-1355000.0,4746000.0,3947000.0,46059000.0,-7223.0,-2133000.0,86844000.0,37309000,1822000.0,71940000.0,-87076000.0,-31155000.0,0,3750000.0,7416000.0,37309000.0,37309000.0,-5785000,0,81002000,132044000,7948000,-37745.0,51042000,0,132044000,74720000.0,37309000,45257000.0,2340958.0,6282000.0,344848000.0,
ABTX,2017-12-31,2213974000.0,570000.0,331228000.0,40992.0,264202000.0,322477000.0,194867000.0,18477000.0,336000.0,483000.0,2214584000.0,182103000.0,2281747000.0,336000.0,39389000.0,7554000.0,74894000.0,12194000.0,13227000.0,2860231000.0,63022000.0,5050000.0,306865000.0,2553366000.0,218408000.0,3274000.0,65882000.0,48274000.0,344848000.0,-2133000.0,16156000.0,343794000.0,10238.0,-531356.0,-1355000.0,586000.0,2418000.0,33432000.0,-7223.0,-2133000.0,40005000.0,17632000,3136000.0,384397000.0,36355000.0,-377824000.0,0,4248000.0,8644000.0,17632000.0,17632000.0,-3054000,0,66908000,96341000,8747000,-37745.0,29433000,0,96341000,61079000.0,17632000,26379000.0,2340958.0,5829000.0,344848000.0,
